customer_id,jan_2005,feb_2005,mar_2005,apr_2005,may_2005,jun_2005,jul_2005,aug_2005,sep_2005,oct_2005,nov_2005,dec_2005,jan_2006,feb_2006,mar_2006,apr_2006,may_2006,jun_2006,jul_2006,aug_2006,sep_2006,oct_2006,nov_2006,dec_2006,jan_2007,feb_2007,mar_2007,apr_2007,may_2007,jun_2007,jul_2007,aug_2007,sep_2007,oct_2007,nov_2007,dec_2007,jan_2008,feb_2008,mar_2008,apr_2008,may_2008,jun_2008,jul_2008,aug_2008,sep_2008,oct_2008,nov_2008,dec_2008,jan_2009,feb_2009,mar_2009,apr_2009,may_2009,jun_2009,jul_2009,aug_2009,sep_2009,oct_2009,nov_2009,dec_2009,jan_2010,feb_2010,mar_2010,apr_2010,may_2010,jun_2010,jul_2010,aug_2010,sep_2010,oct_2010,nov_2010,dec_2010,jan_2011,feb_2011,mar_2011,apr_2011,may_2011,jun_2011,jul_2011,aug_2011,sep_2011,oct_2011,nov_2011,dec_2011,jan_2012,feb_2012,mar_2012,apr_2012,may_2012,jun_2012,jul_2012,aug_2012,sep_2012,oct_2012,nov_2012,dec_2012,jan_2013,feb_2013,mar_2013,apr_2013,may_2013,jun_2013,jul_2013,aug_2013,sep_2013,oct_2013,nov_2013,dec_2013,jan_2014,feb_2014,mar_2014,apr_2014,may_2014,jun_2014,jul_2014,aug_2014,sep_2014,oct_2014,nov_2014,dec_2014,jan_2015,feb_2015,mar_2015,apr_2015,may_2015,jun_2015,jul_2015,aug_2015,sep_2015,oct_2015,nov_2015,dec_2015,jan_2016,feb_2016,mar_2016,apr_2016,may_2016,jun_2016,jul_2016,aug_2016,sep_2016,oct_2016,nov_2016,dec_2016,jan_2017,feb_2017,mar_2017,apr_2017,may_2017,jun_2017,jul_2017,aug_2017,sep_2017,oct_2017,nov_2017,dec_2017,jan_2018,feb_2018,mar_2018,apr_2018,may_2018,jun_2018,jul_2018,aug_2018,sep_2018,oct_2018,nov_2018,dec_2018
1001,0,0,0,683.9968623779714,0,579.8685594089329,0,0,0,928.2128640636802,0,589.2455049371347,0,401.04571107774973,0,0,0,744.3615737836808,0,0,0,0,0,393.4016000246629,0,373.1398984324187,634.1973987035453,0,0,0,0,0,0,248.0850676400587,0,0,349.14706599432975,0,796.7872362118214,0,0,0,0,0,935.982515309006,0,195.43651351705194,0,0,360.2696374896914,0,538.2923790765926,0,0,0,0,0,1178.4271113341674,708.4320878144354,0,0,833.2491563260555,834.8508907482028,452.75440499186516,387.09740973077714,568.3910189010203,0,0,0,0,0,0,233.1477267574519,0,0,0,0,0,654.0327537991107,0,0,0,562.611195910722,83.35946523118764,463.03675804752856,955.2083001844585,0,0,779.4880518317223,0,0,0,0,0,287.17973400838673,0,0,0,0,0,0,0,0,0,111.12690656911582,249.3449487350881,0,0,666.7818338982761,0,201.06978247407824,0,0,0,0,431.7871086578816,0,0,731.6744762659073,409.1574948700145,0,0,0,0,0,0,0,0,0,0,622.9190412349999,0,0,0,0,619.0625764103606,0,0,287.1738415956497,0,0,688.813687087968,1218.7904960941523,177.26388424634933,0,0,0,0,0,0,450.9589321631938,0,207.0431360695511,0,0,0,84.64848249685019,0,0,0,0,308.24654849246144,0,0,0,0,0,0
1002,0,0,681.6684746183455,0,0,0,0,0,0,0,344.5889151096344,0,320.42733140755445,0,0,0,0,0,0,0,0,182.25766231305897,0,0,0,0,0,0,0,0,0,0,0,230.17612748779356,394.2213015537709,330.8283887244761,0,0,963.2031678687781,0,0,0,0,0,0,606.1837668716908,0,0,0,0,0,0,0,0,0,679.7850425355136,0,0,0,0,0,0,0,0,0,0,0,335.88740427047014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787.2430233471096,0,0,0,0,0,0,0,0,756.5484197344631,0,496.83596222661436,0,0,0,624.1265096887946,0,0,0,0,0,0,0,0,951.1136549897492,0,202.33028570190072,0,361.58043724950403,223.6437940550968,0,0,711.4205044694245,0,0,440.37376009859145,0,0,0,0,0,0,0,79.64139195624739,0,0,0,0,0,0,359.5169505290687,0,0,0,0,0,0,0,0,0,109.268115228042,0,0,246.42973525915295,0,0,0,0,0,0,0,395.4527520760894,0,0,0,0,0,0,0,0,0,0,0,0,722.0578156411648
1003,0,0,0,0,0,0,0,0,0,0,0,134.31212038267404,0,0,0,0,0,0,0,0,0,107.92846153490245,0,0,384.4108589692041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.36749706976116,64.76404012646526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.78913275990635,0,0,0,0,0,159.9784763995558,0,103.27899437397718,212.79538022354245,0,177.24759099073708,0,82.98302125185728,375.7249766495079,0,0,0,154.0766819845885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9051552331075,0,0,0,0,0,0,0,0,0,321.6912337578833,0,0,0,0,361.1308144405484,138.10742204077542,0,0,0,0,0,0,0,0,0,227.18898416496813,378.08469822630286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.20984748750925,0,593.3288035914302,0,294.11037052050233,0,0,0,0,0,0,0,0,0,0,0,0,0,319.256687304005,431.9904454983771,364.16287533938885,0,0,0,0,0,0,0,0,0,329.8253769055009,0
1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.055750397034,567.3150605522096,0,0,0,0,0,285.8830997720361,0,0,0,0,0,383.5514393867925,0,0,0,0,0,0,0,0,0,0,0,281.1440284829587,0,0,0,0,110.27937168255448,0,0,0,0,0,0,0,188.04489132016897,0,0,0,0,0,56.63748688530177,0,0,0,0,153.5569319035858,389.9975863052532,0,0,0,0,0,96.07296118047088,0,0,0,577.2390539059415,148.32006215583533,228.59747763723135,0,0,0,0,0,0,0,0,427.99167772755027,0,0,0,0,0,188.65021434612572,0,0,0,0,0,154.0935155004263,0,0,0,0,0,0,0,0,0,0,0,0,0,456.7281935364008,0,0,0,0,0,0,0,0,0,0,0,0,112.02983129769564,0,0,0,284.8751998040825,0,0,0,0,0,0,510.08947556838393,0,0,0,0,0,259.36081272084266,0,132.32389178592712,0,0,0,0,0,0,0,0,109.34048369526863,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,314.59928788244724,0,271.3425549445674,0,236.09747397713363,283.8173537515104,0,0,0,0,0,0,0,0,0,323.0752882082015,0,144.194393674843,0,0,214.60730032995343,0,0,0,280.0405418500304,0,249.55037841573358,0,0,0,387.44220277294517,0,0,0,0,0,0,274.8835355043411,0,0,0,171.52359620667994,106.87846164219081,0,324.844190152362,0,0,208.77643348649144,0,0,404.81817454565316,0,0,0,228.71347228065133,0,0,0,0,0,0,0,281.2053971691057,0,0,162.0929444907233,0,0,0,313.8405161211267,0,0,0,519.9246178381145,0,0,0,0,118.4402885613963,0,0,0,0,0,249.46499257348478,0,0,0,0,0,0,0,0,553.2483551651239,0,0,0,587.7159615978599,0,0,0,475.4607440903783,322.53248523920774,0,0,0,0,0,0,0,0,0,0,0,0,0,253.95588045939803,0,213.79386791959405,0,0,0,0,0,0,92.52996330615133,0,0,0,0,0,0,0,0,0,0,612.2039429610595,267.8344286978245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.10286474972963,0,0,0,0,0,0,0,0,309.9795405054465,178.4109248779714
1006,0,334.7896738210693,0,0,0,0,0,0,461.28996927291155,0,0,225.02068211324513,0,532.2208581492305,294.5552409393713,0,0,0,0,0,0,0,82.02646893914789,123.62942546606064,0,0,0,0,0,0,0,0,0,286.3842314109206,472.98325481824577,0,0,0,0,0,0,0,281.3752394169569,0,0,0,277.4159701541066,188.9324730494991,0,0,0,0,297.4056870676577,0,0,0,0,0,142.5819234456867,0,0,0,0,0,0,0,0,0,0,0,535.6921384809539,0,0,0,0,0,0,0,0,0,0,0,0,351.8459622282535,227.84080705605447,0,0,0,0,0,0,0,0,0,0,617.4216117942706,0,0,0,0,0,0,0,0,0,0,0,206.25789309851825,642.7098960848525,115.62733312603086,0,0,0,0,0,420.0536890886724,0,0,223.591113765724,90.36959290970117,0,0,0,284.96924857608974,0,0,0,0,0,0,242.83948745578527,0,0,0,0,0,0,306.22286272700876,0,0,0,0,420.5550805432722,0,0,0,140.95513278152794,0,0,0,0,0,0,140.1331570930779,57.58894816972315,0,0,0,0,0,0,0,238.28998496755958,0,0,0,0,0
1007,0,0,0,540.4219741001725,0,0,0,0,0,272.53441931679845,0,127.89511990267783,0,0,0,270.39119079709053,0,0,118.41151772532612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.8259979467839,0,0,0,0,555.615542223677,0,0,0,62.947581289336085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.814326911233366,0,632.1226585423574,0,0,0,574.6105596423149,650.338074658066,0,0,0,0,0,0,0,0,0,0,298.11118624638766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.46220656484365,0,0,0,234.29838744923472,0,0,0,131.24368698336184,0,0,0,0,104.19182856567204,0,0,242.2336290590465,0,144.74002022761852,711.3079791888595,0,0,0,0,144.44901789538562,0,127.09120598156005,0,0,0,0,0,0,0,0,0,541.0725857364014,248.6942110117525,0,0,187.25756015628576,87.56843530572951,0,0,0,0,0,0,0,0,374.17749129235744,139.93240660056472,510.2899714373052,0,0,0,0,543.2520524598658,0,0,0,441.95829164236784,51.90493422560394,0,0,0
1008,381.84550976380706,0,0,0,0,0,424.52792696654797,0,1219.5267421426252,458.87827935628593,0,158.15574206411839,0,0,0,521.6526791732758,467.4825072987005,0,0,0,0,0,0,476.94676369428635,0,629.1029260447249,0,0,294.1428771894425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.6088760457933,0,0,0,0,0,0,0,0,326.045540664345,0,0,0,704.0360988629982,0,457.3900808300823,298.9158455654979,0,0,191.97205213829875,0,0,0,747.7460086345673,0,0,0,149.11785453092307,0,0,0,0,226.84784258715808,366.1110629234463,0,0,0,0,0,213.9452710421756,676.3748580217361,0,0,0,614.7071030270308,335.23652576841414,0,0,738.7614016095176,401.51780450716615,0,378.0952689703554,0,0,0,362.4134404025972,0,476.2945975223556,142.10324062034488,0,0,590.9149059839547,0,80.14014675281942,0,0,623.0074897408485,0,791.1837285198271,0,0,0,0,0,0,0,0,0,0,0,744.5951463701203,0,0,0,0,0,0,489.42197212949395,534.0629598824307,0,0,0,176.4117971295491,0,0,0,0,0,0,0,609.7890325356275,0,0,442.0528136380017,0,0,0,0,0,0,0,0,1058.8026541518047,0,0,0,0,0,0,0,0,0,0,428.4690302796662,640.5354928039014
1009,0,0,0,0,0,0,841.1069623939693,0,679.1569952480495,0,0,1085.960281523876,0,0,0,0,0,0,0,0,143.21447275113314,0,0,0,207.80699566937983,664.7636402398348,0,737.80273495242,0,0,0,0,0,0,0,0,0,0,0,0,437.9727403819561,0,0,0,0,892.5289413891733,0,0,0,0,0,636.2331051332876,0,0,0,0,0,0,371.2362082954496,187.98623407259583,0,0,0,0,0,0,0,0,668.356738477014,229.6981295477599,0,0,768.9116996712983,0,0,0,0,0,567.0485198730603,0,0,0,227.9146529827267,0,859.9975807778537,0,606.7911147139966,0,0,627.3419487476349,0,177.96174029819667,0,0,855.1426267251372,0,0,0,0,303.8507444690913,0,0,0,0,0,0,510.39727123454213,410.6715278699994,0,0,0,0,0,0,0,0,647.1446233475581,0,0,0,649.4744489435107,0,0,0,0,467.82814303878695,0,0,0,0,921.2704800069332,0,335.62254107557237,0,0,0,0,0,0,0,247.54156148061156,0,0,0,0,0,723.7974947690964,0,0,0,0,0,0,0,160.59358708560467,590.3768739895895,0,0,0,0,218.30788228660822,0,0,0,0,340.50742695108056,0,0
1010,0,0,0,252.40177591331303,481.2641822732985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.40325850993395,406.19340632110834,0,0,0,353.8046779576689,0,0,0,412.902360688895,0,0,0,409.4689324265346,0,0,86.71803739853203,134.97588708996773,586.0864669084549,0,0,122.77280676644295,0,423.2180804712698,592.5862660631537,0,0,0,0,0,0,0,549.7988331131637,143.37935615330935,0,0,0,0,509.2858536168933,0,0,0,0,0,0,0,0,0,235.72252108715475,586.7588395252824,0,0,0,0,0,367.6421361044049,347.34351513907313,0,0,0,0,0,0,259.301401861012,483.9016144396737,0,0,0,191.79902309551835,0,302.9804550111294,325.95900213345885,0,390.3087575919926,0,147.78078366070986,0,0,422.41188758052886,0,0,0,0,0,0,178.28086367808282,0,0,568.6392224160954,469.44203032180667,0,331.89607970416546,0,0,0,0,0,0,437.6047793542966,0,0,0,180.99542851559818,0,386.2704255618155,0,0,0,153.64265930838883,352.571656415239,217.85600734874606,0,0,0,0,0,258.6749710608274,0,0,0,0,396.47848131135106,0,0,0,0,246.01798276416957,74.02352862991393,0,283.0126008950174,238.48250471055508,0,0,0,740.8905571792275,0,0,0,0,0,0,535.37109750323,271.6867254115641,0,0,362.5500603578985,0
